field,#,sea,status,HC type,PL/BAA,operator,HPHT,rec. oil,rec. gas,rec. ass. liq.,rec. OE,rem. oil,rem. gas,rem. ass. liq.,rem. OE,rem. OE prod. years,STOIIP,GIIP,in-place ass. liquid,in-place ass. gas,in-place free gas,in-place OE,in-place liq./OE ratio,in-place free gas/OE ratio,RF oil,RF liq.,RF gas,maturity oil,maturity gas,maturity liq.,maturity OE,res. quality,faulted,reservoir,recovery,FactPageUrl,peak year,peak OE YPR,peak oil YPR,peak gas YPR,well num,prod. num,inj. num,obs. num,lat,lon,depth min,depth mean,depth median,depth max,water depth,depth,p_h,p0,T0,GOR,oil FVF,gas FVF,oil PV0,gas PV0,HCPV0,gas PV0/HC PV0,rec. oil PV,rec. gas PV,rec. HCPV,CO2 SC,H2 SC,CO2 SC/well num,CO2 density RC,q_resv,qi_resv,q_gas,qi_gas,q_gas2,q_resv2
ALBUSKJELL,0,NORTH,shut down,gas/oil,018,ConocoPhillips Skandinavia AS,False,7.35,15.53,1.88,24.76,0.0,0.0,0.0,0.0,,56.0,56.0,40.0,0.0,56.0,152.0,0.63,0.368,0.131,0.096,0.2773,1.0,1.0,1.0,1.0,,,"Albuskjell produced gas and condensate from Maastrichtian and lower Paleocene chalk. The accumulation is located above a salt dome. The main reservoir is in the Upper Cretaceous Tor Formation, at a depth of 3200 metres. The overlying Ekofisk Formation has poorer reservoir quality and has hardly been drained. There are significant remaining resources.",The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43437,1981.0,3.943,1.694,2.249,20.0,20.0,0.0,0.0,56.63154659999999,2.9969274500000003,3295.4,3411.8,3411.8,4132.0,69.0,3204.4,345.7,499.8701,130.0,263.5,1.7325772384035325,0.0033698419771067897,97.02,188.71,285.74,0.66,9.33,52.33,61.66,45.45,1.49,2.27,737.0,1013.0,,,,0.37,1490.0
ALVE,1,NORWEGIAN,producing,gas/oil,159 B,Equinor Energy AS,False,2.62,11.99,3.5,18.11,0.33,3.0,0.78,4.11,5.1,5.0,19.0,6.0,2.0,17.0,32.0,0.34,0.531,0.524,0.556,0.6311,0.874,0.75,0.819,0.773,,,"Alve produces oil and gas from sandstone of Early and Middle Jurassic age in the Tilje, Not and Garn Formations. The reservoir is at a depth of 3600 metres and has moderate to good quality.",The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4444332,2009.0,1.472,0.572,0.9,4.0,3.0,0.0,1.0,65.968447,7.810059,3585.0,3742.0,3742.0,3841.0,368.0,3771.0,384.9,384.9,132.4,400.0,2.092310574799386,0.0040429862769548654,10.46,68.73,79.19,0.87,5.82,43.37,49.19,31.57,0.96,7.89,642.0,4258.0,,,,2.64,11479.0
ALVE NORD,2,NORWEGIAN,approved,gas/oil,127 C,Aker BP ASA,False,1.55,4.15,1.12,6.82,1.55,4.15,1.12,6.82,,17.0,18.0,5.0,4.0,14.0,44.0,0.5,0.318,0.091,0.121,0.2306,0.0,0.0,0.0,0.0,,,"The reservoirs contain oil and gas in the Lower Jurassic Båt Group and the Middle Jurassic Fangst Group, and gas in the Early Cretaceous Lange Formation. The Lange Formation reservoir is at a depth of 3000 metres and the Jurassic reservoirs at about 3600-4000 metres. The reservoir properties are varying.",The field will be produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002483,,,,,1.0,0.0,0.0,0.0,66.021664,7.863972,4245.0,4245.0,4245.0,4245.0,369.0,4245.0,433.2,433.2,148.1,235.3,1.6757186158413493,0.0038827874216380643,28.49,54.36,82.85,0.66,3.46,12.53,15.99,10.26,0.33,10.26,641.0,,,,,,
ALVHEIM,3,NORTH,producing,oil/gas,203,Aker BP ASA,False,62.78,17.19,0.0,79.97,11.5,8.85,0.0,20.35,,124.0,32.0,1.0,12.0,20.0,169.0,0.74,0.118,0.506,0.502,0.5372,0.817,0.485,0.817,0.746,,,"Alvheim produces oil and gas from Paleocene sandstone in the Hermod and Heimdal Formations. The reservoirs are located in submarine fan deposits and injectites, mostly at depths of 2100-2200 metres. The reservoir quality is good.",The field is produced by natural water drive from an underlying aquifer.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2845712,2009.0,5.422,4.986,0.436,79.0,50.0,2.0,27.0,59.56344594936708,1.9913957468354435,1153.0,2113.2,2113.2,2341.0,121.6,2132.0,218.1,218.1,78.2,96.8,1.24213008039542,0.0052864147656524725,154.02,105.73,259.75,0.41,77.36,56.8,134.16,86.34,1.81,1.09,644.0,2247.0,7829.0,,0.0,,939.0
ATLA,4,NORTH,shut down,gas,102 C,TotalEnergies EP Norge AS,False,0.28,1.48,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,,inf,0.74,,1.0,1.0,1.0,,,Atla produced gas from Middle Jurassic sandstone in the Brent Group. The reservoir is at a depth of 2700 metres and has good quality.,The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21106284,2016.0,0.488,0.022,0.465,1.0,1.0,0.0,0.0,59.662017,2.570942,2695.0,2695.0,2695.0,2695.0,119.0,2695.0,275.4,275.4,96.8,,0.0,0.004656403163404314,0.0,9.31,9.31,1.0,0.0,6.89,6.89,4.43,0.11,4.43,643.0,2281.0,,,,1.27,5943.0
BALDER,5,NORTH,producing,oil,001,Vår Energi ASA,False,102.33,2.63,0.0,104.96,27.36,0.68,0.0,28.04,,280.0,15.0,0.0,15.0,0.0,310.0,0.9,0.0,0.365,0.365,0.1753,0.733,0.741,0.733,0.733,,,"Balder, including Ringhorne, produces oil from several separate deposits in sandstone of Jurassic, Paleocene and Eocene age. Balder produces from the Heimdal and Hermod Formations as well as from the injected sand complex above them. Ringhorne produces from the Hugin, Ty and Hermod Formations. The reservoirs are of good to very good quality. The Balder reservoir is at a depth of 1700 metres and the Ringhorne reservoir at a depth of 1,900 metres.","Balder and Ringhorne produce primarily by natural aquifer drive, but reinjection of produced water is used for pressure support, especially into the Ringhorne Jurassic reservoir. Excess water is injected into the Utsira Formation. Gas is also reinjected if the gas export system is down.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,2005.0,7.239,6.984,0.254,95.0,48.0,14.0,33.0,59.22221480000002,2.4122423368421044,891.0,1794.7,1794.7,2252.7,127.2,1765.0,180.7,180.7,66.0,53.6,1.1285139102829096,0.005968526683364805,315.98,0.0,315.98,0.0,115.48,0.0,115.48,74.37,1.36,0.78,644.0,1349.0,3919.0,,52052.0,,1186.0
BAUGE,6,NORWEGIAN,producing,oil,348,Equinor Energy AS,False,4.12,1.3,1.35,6.77,3.78,1.23,1.31,6.32,,16.0,5.0,0.0,5.0,0.0,26.0,0.62,0.0,0.258,0.342,0.26,0.083,0.054,0.069,0.066,,,"The main reservoirs contain oil in Lower and Middle Jurassic sandstone in the Tilje and Ile Formations, at a depth of 2700 metres. They are segmented and have moderate quality.",The field is produced by pressure depletion. Pressure maintenance with water injection is planned to start few years after production start-up.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29446221,2023.0,0.371,0.307,0.064,2.0,2.0,0.0,0.0,64.355046,7.4616225,2987.1,3030.1,3030.1,3073.1,281.5,3030.1,309.5,309.5,107.9,312.5,1.8402039037914768,0.004410579232053663,29.44,0.0,29.44,0.0,10.06,0.0,10.06,6.46,0.17,3.23,642.0,,,,,,585.0
BERLING,7,NORWEGIAN,approved,gas,644 B,OMV (Norge) AS,True,1.53,4.58,1.41,7.52,1.53,4.58,1.41,7.52,,0.0,15.0,3.0,0.0,15.0,18.0,0.17,0.833,,0.979,0.3053,,0.0,0.0,0.0,,,Berling contains gas and condensate. The Berling Garn reservoir is in the Middle Jurassic Garn Formation. It is at a depth of 4100 metres and has high pressure and high temperature (HPHT). The reservoir is structurally complex and has varying reservoir quality. The Berling Breiflabb reservoir is in intra-Lange Formation turbidite sandstone of Late Cretaceous age at a depth of 3900 metres.,The field will be produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002473,,,,,5.0,0.0,0.0,0.0,65.1999608,6.3860252,1440.0,3606.0,4236.0,4513.0,377.0,4236.0,432.2,432.2,147.8,,0.0,0.0038859594187415167,0.0,58.29,58.29,1.0,0.0,17.8,17.8,11.42,0.37,2.28,641.0,,,,,,
BRAGE,8,NORTH,producing,oil/gas,BRAGE UNIT,OKEA ASA,False,62.53,4.71,2.85,70.09,1.7,0.35,0.13,2.18,2.8,162.0,22.0,13.0,17.0,5.0,214.0,0.82,0.023,0.386,0.374,0.2141,0.973,0.926,0.972,0.969,,,"Brage produces oil from sandstone of Early Jurassic age in the Statfjord Group, and sandstone of Middle Jurassic age in the Brent Group and the Fensfjord Formation. There is also oil and gas in Upper Jurassic sandstone in the Sognefjord Formation. The reservoirs are at depths of 2000-2300 metres. The reservoir quality varies from poor to excellent.",The recovery strategy in the Statfjord and Brent Groups and Fensfjord Formation is water injection. The Brent Group had earlier been produced by water alternating gas (WAG) injection. The Sognefjord Formation is produced by depletion with pressure support from the aquifer.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43651,1996.0,6.947,6.607,0.341,112.0,69.0,16.0,27.0,60.542555598214285,3.047418758928572,841.7,2171.1,2171.1,2513.4,136.9,2195.7,224.5,224.5,80.3,104.9,1.2644305409310326,0.005197059924002717,204.84,25.99,230.82,0.11,76.53,5.56,82.09,52.82,1.13,0.47,643.0,2439.0,5864.0,,44200.0,,1437.0
BREIDABLIKK,9,NORTH,producing,oil,BREIDABLIKK UNIT,Equinor Energy AS,False,30.46,0.0,0.0,30.46,30.24,0.0,0.0,30.24,,101.0,2.0,0.0,2.0,0.0,105.0,0.96,0.0,0.302,0.302,0.0,0.007,,0.007,0.007,,,"The main reservoirs contain oil in Paleocene sandstone in the Heimdal Formation, at a depth of 1700 metres. The reservoirs have good quality, with little variation in reservoir properties. Above the Heimdal Formation, oil is present in a sand injectite complex in shales of Paleocene and Eocene age in the Lista, Sele and Balder Formations.","The field is produced by pressure depletion, assisted by gas lift in the production wells.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=38702206,2024.0,1.125,1.125,0.0,4.0,0.0,0.0,4.0,59.258525,2.6140135,1746.0,1748.0,1748.0,1750.0,127.5,1748.0,179.0,179.0,65.5,19.8,1.0588301924541232,0.006009375802709557,106.94,0.0,106.94,0.0,32.25,0.0,32.25,20.76,0.38,5.19,644.0,,,,,,
BRYNHILD,10,NORTH,shut down,oil,,,True,0.49,0.0,0.0,0.49,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.082,0.082,,1.0,,1.0,1.0,,,"Brynhild produced oil from sandstone of Late Jurassic age in the Ula Formation. The reservoir is at a depth of 3300 metres, and the reservoir conditions are close to high pressure, high temperature (HPHT) conditions.",The field was produced by pressure support from water injection. Water for injection was supplied from the Pierce field. ,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21123063,2015.0,0.255,0.255,0.0,6.0,2.0,2.0,2.0,57.49278449999999,2.3026155000000004,3307.0,3351.8,3351.8,3448.0,81.5,3346.0,341.6,341.6,118.4,278.6,1.7608985271429627,0.004232149014745628,10.57,0.0,10.57,0.0,0.86,0.0,0.86,0.55,0.02,0.09,642.0,590.0,407.0,,0.0,,301.0
BYRDING,11,NORTH,producing,oil/gas,090 B,Equinor Energy AS,False,0.94,0.54,0.08,1.56,0.05,0.06,0.0,0.11,9.2,8.0,2.0,0.0,1.0,1.0,11.0,0.73,0.091,0.118,0.127,0.27,0.947,0.889,0.951,0.929,,,Byrding produces oil and gas from turbiditic sandstone of Late Jurassic age in the Heather Formation. The reservoir is at a depth of 3050 metres. It is structurally complex and has good reservoir quality.,The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=28975067,2018.0,0.209,0.209,0.0,2.0,2.0,0.0,0.0,61.128242,3.546061,3091.0,3095.5,3095.5,3100.0,361.0,3095.5,316.1,316.1,110.1,125.0,1.3448938414575968,0.004370987962140632,10.76,4.37,15.13,0.29,1.37,1.18,2.55,1.64,0.04,0.82,642.0,2318.0,,,,,431.0
BØYLA,12,NORTH,producing,oil,340,Aker BP ASA,False,4.94,0.37,0.0,5.31,1.45,0.09,0.0,1.54,,15.0,1.0,0.0,1.0,0.0,17.0,0.88,0.0,0.329,0.329,0.37,0.706,0.757,0.706,0.71,,,Bøyla produces oil from sandstone of late Paleocene to early Eocene age in the Hermod Formation. The reservoir is of good quality and lies in a channelised submarine fan system at a depth of 2100 metres.,The field is produced with pressure support from water injection. Gas lift is also necessary to support flow in the wells.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=22492497,2015.0,0.833,0.761,0.071,9.0,5.0,1.0,3.0,59.341284,1.829894,1788.0,2011.2,2011.2,2133.0,119.7,2114.0,216.2,216.2,77.6,66.7,1.168565404725584,0.005314795700939471,17.53,0.0,17.53,0.0,5.77,0.0,5.77,3.71,0.08,0.41,643.0,1388.0,1936.0,,0.0,,1569.0
COD,13,NORTH,shut down,gas/oil,,,False,2.88,7.28,0.99,11.15,0.0,0.0,0.0,0.0,,5.0,11.0,0.0,1.31,9.69,27.0,0.18,0.0,0.576,0.774,0.6618,1.0,1.0,1.0,1.0,,,The Cod field produced gas and condensate from deep-marine turbiditic sandstone of Paleocene age in the Forties Formation. Cod has a complex structure with several separate reservoirs at a depth of 3000 metres.,The field was produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43785,1980.0,1.415,0.572,0.843,7.0,7.0,0.0,0.0,57.06946742857143,2.4347111428571426,3126.3,3397.9,3397.9,4660.0,70.0,3199.7,326.7,326.7,113.5,263.0,1.714570806186968,0.004309374570243566,8.57,41.74,50.31,0.83,6.63,27.62,34.25,22.0,0.6,3.14,642.0,1303.0,,,,0.38,1811.0
DRAUGEN,14,NORWEGIAN,producing,oil/gas,093,OKEA ASA,False,153.71,3.67,5.51,162.89,8.4,1.94,0.46,10.8,12.4,228.0,15.0,0.0,13.0,2.0,256.0,0.89,0.008,0.674,0.698,0.2447,0.945,0.471,0.944,0.934,,,Draugen produces oil from two formations. The main reservoir is in sandstone of Late Jurassic age in the Rogn Formation. The western part of the field also produces from sandstone of Middle Jurassic age in the Garn Formation. The reservoirs are at a depth of 1600 metres. They are relatively homogeneous and have good quality.,"The main production mechanism is natural pressure support from the aquifer, with additional water injection from the south.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43758,2001.0,12.866,12.593,0.274,33.0,20.0,6.0,7.0,64.33959506060606,7.765549818181818,1598.0,1694.4,1694.4,2103.4,261.6,1632.0,167.2,167.2,61.6,57.0,1.1323811185606942,0.006307485243267778,258.18,12.61,270.8,0.05,180.3,3.09,183.39,118.16,2.03,3.58,644.0,3982.0,9796.0,,64054.0,,2846.0
DUVA,15,NORTH,producing,gas/oil,636,Vår Energi ASA,False,3.48,4.58,1.06,9.12,0.9,3.21,0.74,4.85,,11.0,6.0,0.0,1.0,5.0,18.0,0.61,0.278,0.316,0.413,0.7633,0.741,0.299,0.639,0.468,,,The reservoir contains oil and gas in turbiditic sandstone of Early Cretaceous age in the Agat Formation. It is at a depth of 2200 metres and has good quality.,The Field is produced by pressure depletion and gas expansion in the gas cap.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=34833026,2023.0,1.67,0.971,0.699,6.0,4.0,0.0,2.0,61.40026133333333,4.067266833333334,2492.7,2515.0,2515.0,2574.7,359.0,2496.2,255.1,255.1,90.2,90.9,1.2387610098221054,0.004840507300349486,13.63,24.2,37.83,0.64,5.63,18.47,24.1,15.5,0.36,2.58,643.0,2199.0,,,,1.92,3076.0
DVALIN,16,NORWEGIAN,producing,gas,435,Wintershall Dea Norge AS,True,0.88,31.09,0.75,32.72,0.87,30.37,0.73,31.97,,0.0,47.0,1.0,0.0,47.0,48.0,0.02,0.979,,1.63,0.6615,,0.023,0.018,0.023,,,"Dvalin contains gas in Middle Jurassic sandstone in the Ile and Garn Formations. The reservoirs are at a depth of 4500 metres and have high pressure and high temperature (HPHT). The homogeneous shallow marine Garn sandstone has good reservoir quality, while the more heterogeneous and fine-grained Ile sandstone has less favourable reservoir properties.",The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29393934,2024.0,0.879,0.035,0.845,4.0,4.0,0.0,0.0,65.42943275,7.140168000000001,4193.0,4262.0,4262.0,4341.0,381.0,4257.0,434.4,434.4,148.5,,0.0,0.0038794099921510973,0.0,182.33,182.33,1.0,0.0,120.61,120.61,77.37,2.51,19.34,641.0,,,,,0.58,2245.0
EDDA,17,NORTH,shut down,oil,018,ConocoPhillips Skandinavia AS,False,4.82,1.98,0.4,7.2,0.0,0.0,0.0,0.0,,16.0,5.0,0.0,5.0,0.0,26.0,0.62,0.0,0.301,0.326,0.396,1.0,1.0,1.0,1.0,,,"Edda produced oil from Maastrichtian and lower Paleocene chalk. The main reservoir is in the Upper Cretaceous Tor Formation, at a depth of 3100 metres.","The field was produced with pressure depletion. Starting in 1988, gas from the Tommeliten Gamma field was transported to Edda and used for gas lift in the wells.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43541,1980.0,1.765,1.345,0.42,7.0,7.0,0.0,0.0,56.464702,3.1044437142857144,3287.4,3332.4,3332.4,3385.8,70.0,3343.4,341.4,341.4,118.3,312.5,1.850596669480812,0.004232671912743867,29.61,0.0,29.61,0.0,9.66,0.0,9.66,6.2,0.17,0.89,642.0,367.0,,,,,1188.0
EDVARD GRIEG,18,NORTH,producing,oil,338,Aker BP ASA,False,54.2,5.24,2.79,62.23,14.35,1.3,0.76,16.41,,98.0,12.0,0.0,12.0,0.0,122.0,0.8,0.0,0.553,0.582,0.4367,0.735,0.752,0.735,0.736,,,"Edvard Grieg produces undersaturated oil from alluvial, aeolian and shallow marine sandstone and conglomerate of Late Triassic to Early Cretaceous age. The reservoir is at a depth of 1900 metres. The eservoir quality varies from moderate to very good in marine and aeolian sandstone, while the quality is poorer in alluvial sandstone and conglomerate. Oil is also proven in the underlying basement.",The field is produced by pressure support from water injection.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21675433,2021.0,6.461,5.969,0.491,21.0,14.0,4.0,3.0,58.842728190476194,2.2483557142857142,1857.8,2045.2,2045.2,2972.8,109.0,1894.8,193.9,193.9,70.3,122.4,1.2992794070197893,0.005691450359510685,127.33,0.0,127.33,0.0,74.05,0.0,74.05,47.7,0.92,2.27,644.0,2467.0,5751.0,,18083.0,,1666.0
EKOFISK,19,NORTH,producing,oil,018,ConocoPhillips Skandinavia AS,False,531.49,152.23,30.08,713.8,30.35,1.95,1.37,33.67,7.3,1069.0,286.0,0.0,286.0,0.0,1641.0,0.65,0.0,0.497,0.525,0.5323,0.943,0.987,0.944,0.953,,,"Ekofisk produces oil from naturally fractured chalk of Late Cretaceous age in the Tor Formation and early Paleocene age in the Ekofisk Formation. The reservoir rock has high porosity, but low permeability. The reservoir has an oil column of more than 300 metres and is at a depth of 3000 metres.","Ekofisk was originally produced by pressure depletion and had an expected recovery factor of 17 per cent. Since then, comprehensive water injection has contributed to a substantial increase in oil recovery. Large-scale water injection started in 1987, and in subsequent years, the area for water injection has been extended in several phases. Experience has proven that water displaces the oil much more effectively than anticipated, and the expected final recovery factor for Ekofisk is now estimated to be over 50 per cent. In addition to the water injection, compaction of the soft chalk provides extra force to drainage of the field. The reservoir compaction has resulted in about 10 metres subsidence of the seabed, especially in the central part of the field. It is expected that the subsidence will continue, but at a much lower rate.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43506,2002.0,20.581,17.838,2.743,423.0,314.0,106.0,3.0,56.5490215035461,3.2167764940898347,1440.0,3201.0,3201.0,3695.9,74.8,3169.9,330.6,491.941126,131.11111111111111,267.5,1.7443063254518263,0.0034133054194206156,1864.66,0.0,1864.66,0.0,979.54,0.0,979.54,714.24,23.37,1.69,729.0,1630.0,2729.0,,156820.0,,1999.0
ELDFISK,20,NORTH,producing,oil,018,ConocoPhillips Skandinavia AS,False,153.99,46.91,10.49,211.39,27.69,4.37,1.6,33.66,13.3,450.0,119.0,0.0,119.0,0.0,688.0,0.65,0.0,0.342,0.366,0.3942,0.82,0.907,0.822,0.841,,,"Eldfisk produces oil from chalk of Late Cretaceous and early Paleocene age in the Hod, Tor and Ekofisk Formations. The reservoir rock has high porosity, but low permeability. Natural fracturing allows the reservoir fluids to flow more easily. The field consists of three structures: Alpha, Bravo and Eldfisk Øst. The reservoirs are at depths of 2700-2900 metres.","Eldfisk was originally produced by pressure depletion. In 1999, water injection was implemented through horizontal injection wells. Pressure depletion and the water weakening effect have caused reservoir compaction, which in turn has resulted in several metres of seabed subsidence. The Eldfisk II project extends waterflooding on the field.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43527,1980.0,7.666,6.17,1.496,178.0,151.0,26.0,1.0,56.39095933707865,3.2483256235955054,1773.0,2982.1,2982.1,4367.2,71.5,2984.7,304.9,304.9,106.4,264.4,1.711157622825779,0.004439971553670216,770.02,0.0,770.02,0.0,281.45,0.0,281.45,180.83,4.75,1.02,642.0,819.0,1872.0,,0.0,,948.0
EMBLA,21,NORTH,producing,oil,018,ConocoPhillips Skandinavia AS,True,12.51,5.73,1.27,19.51,0.36,0.32,0.08,0.76,1.8,49.0,17.0,0.0,17.0,0.0,83.0,0.59,0.0,0.255,0.281,0.3371,0.971,0.944,0.968,0.961,,,"Embla produces oil and gas from segmented sandstone and conglomerate of Devonian and Permian age. The reservoir is at a depth of more than 4000 metres and has high pressure and high temperature (HPHT). It has a complex, highly faulted structure.",The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43534,1994.0,1.94,1.512,0.428,7.0,7.0,0.0,0.0,56.333130142857144,3.248257,4389.2,4535.3,4535.3,4684.0,70.8,4518.4,461.0,461.0,157.2,346.9,1.9793363766667218,0.003807974418152291,96.99,0.0,96.99,0.0,27.28,0.0,27.28,17.49,0.59,2.5,641.0,1349.0,,,,,1798.0
ENOCH,22,NORTH,producing,oil,ENOCH UNIT,Repsol Sinopec North Sea Limited,False,0.43,0.0,0.0,0.43,0.01,0.0,0.0,0.01,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.215,0.215,,0.977,,0.977,0.977,,,Enoch produces oil from Forties sandstone of Paleocene age. The reservoir is at a depth of 2100 metres and has variable quality.,The field is produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3437659,2009.0,0.072,0.072,0.0,1.0,0.0,0.0,0.0,58.641258,1.552464,2275.0,2275.0,2275.0,2275.0,120.0,2275.0,232.6,232.6,82.9,134.0,1.3414537196646885,0.00509136725467547,2.68,0.0,2.68,0.0,0.58,0.0,0.58,0.37,0.01,0.37,644.0,,,,,,
FENJA,23,NORWEGIAN,producing,oil/gas,586,Vår Energi ASA,False,6.44,2.57,0.8,9.81,5.75,2.53,0.8,9.08,,16.0,4.0,0.0,3.0,1.0,23.0,0.7,0.043,0.402,0.452,0.6425,0.107,0.016,0.095,0.074,,,"The reservoirs contain oil and gas in sandstone of Late Jurassic age in the Melke Formation, and oil in Upper Jurassic sandstone in the Rogn Formation. They are in a fan system at a depth of 3200-3500 metres, and have variable reservoir properties.",The field is produced by pressure support from water and gas injection. Produced gas is reinjected into the reservoir. The reinjected gas will be produced at the end of the oil production period.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=31164879,2023.0,0.89,0.837,0.052,6.0,2.0,2.0,2.0,64.030159,6.749174333333333,3419.7,3546.1,3546.1,3836.7,321.7,3497.0,357.0,357.0,123.4,187.5,1.523191614841076,0.004159031951895419,24.37,4.16,28.53,0.15,11.02,2.67,13.69,8.79,0.25,1.46,642.0,,,,,,1169.0
FENRIS,24,NORTH,approved,gas,146,Aker BP ASA,True,10.07,13.99,1.29,25.35,10.07,13.99,1.29,25.35,,0.0,33.0,24.0,0.0,33.0,57.0,0.42,0.579,,0.473,0.4239,,0.0,0.0,0.0,,,The reservoir contains gas and condensate in sandstone of Jurassic age in the Ula and Farsund Formations and has high pressure and high temperature (HPHT). It is at a depth of about 5000 metres and has varying quality.,The field will be produced by pressure depletion.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=42002478,,,,,5.0,0.0,0.0,0.0,56.7014588,3.1349128,1189.0,4401.0,5237.0,5400.0,68.0,5237.0,534.1,534.1,181.0,,0.0,0.0036505414159103892,0.0,120.47,120.47,1.0,0.0,51.07,51.07,32.74,1.18,6.55,641.0,,,,,,
FLYNDRE,25,NORTH,shut down,gas/oil,FLYNDRE UNIT,Repsol Sinopec Resources UK Limited,False,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.35,1.65,5.0,0.2,0.0,0.08,0.08,0.0,1.0,,1.0,1.0,,,Flyndre produced oil and associated gas from Balmoral sandstone of Paleocene age. The reservoir is at a depth of 3000 metres and has moderate to good quality. There is also oil in Upper Cretaceous chalk with poor reservoir quality at a depth of 3100 metres.,The field was produced by pressure depletion. Only the Balmoral reservoir was developed.,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=24635035,2018.0,0.024,0.023,0.0,1.0,0.0,0.0,0.0,56.578219,2.641814,4260.0,4260.0,4260.0,4260.0,70.0,4260.0,434.7,434.7,148.6,345.9,1.968238732769017,0.003878568373250206,1.97,6.42,8.38,0.77,0.16,0.0,0.16,0.1,0.0,0.1,641.0,,,,,,
FRAM,26,NORTH,producing,oil/gas,090,Equinor Energy AS,False,43.69,19.51,3.14,66.34,2.0,7.74,1.1,10.84,5.4,101.0,33.0,3.0,15.0,18.0,152.0,0.68,0.118,0.433,0.45,0.5912,0.954,0.603,0.934,0.837,,,"Fram produces oil and associated gas from sandstone of Middle Jurassic age in the Brent Group, and from Upper Jurassic sandstone in a marine fan system in the Draupne Formation and the shallow marine Sognefjord Formation. The reservoirs have a gas cap and are in several isolated, rotated fault blocks at depths of 2300-2500 metres. The reservoir in Fram Vest is complex. The reservoirs in Fram Øst are generally of good quality.","The Fram Øst deposit in the Sognefjord Formation is produced by injection of produced water as pressure support, in addition to natural aquifer drive. The Brent reservoirs in Fram Øst are produced by pressure support from natural aquifer drive. Gas lift is used in the wells. Oil production from Fram is restricted by the gas processing capacity at the Troll C facility.",https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1578840,2009.0,3.872,3.449,0.423,29.0,18.0,6.0,5.0,61.05297162068966,3.5660943448275857,984.0,2305.8,2305.8,3185.0,356.5,2468.0,252.3,252.3,89.3,148.5,1.3856812905752158,0.004868962631328962,139.95,87.64,227.6,0.38,63.01,51.81,114.82,73.85,1.71,2.55,643.0,2399.0,2646.0,,89760.0,,1442.0
