,wlbWellboreName,wlbWellType,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,field,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,lat,lon,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbDiskosWellboreType,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType1,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,prlNpdidProdLicenceTarget,fclNpdidFacilityProducing,dscNpdidDiscovery,fldID,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbAliasName,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD,SSTVD,grad T (degC/km)
7680,6406/6-6 S,EXPLORATION,6406/6-6,Total E&P Norge AS,255 B,WILDCAT,P&A,GAS, NO,2018-08-16,2018-11-16,,,,1722-L,6406/6-6 S (Jasper),YES,175.0,,PGS15005 Inline 21766. Crossline 8172,32.2,33.7,4818.0,4911.0,265.0,,EARLY JURASSIC      ,ROR FM              ,NORWEGIAN SEA,SCARABEO 8,SEMISUB STEEL,MOVEABLE,,16,NO,WILDCAT,,2018,2018,,,9,ILE FM,MIDDLE JURASSIC,,,                    ,                    ,93,NO,,,2018-11-16,ED50  ,64,35,47.57,N,6,51,14.34,E,64.596547,6.853983,7165407.85,397287.18,32,6406,6,initial             , ,6,S,,https://factpages.npd.no/pbl/wellbore_press_releases/8550-6406-6-6-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8550,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8550,initial             ,                                        ,2020-11-16,2020-11-16,,8550,,,33984359.0,,404415.0,0,28201826.0,,,2024-01-02,2024-01-02,22.03.2024,4784.3,34.99
7682,6406/8-1,EXPLORATION,6406/8-1,Elf Petroleum Norge AS,131 ,WILDCAT,P&A,GAS SHOWS, NO,1987-09-15,1988-04-11,,,,560-L,,NO,172.0,,HB - 12 - 84   SP. 130,6.3,27.0,4900.0,4910.0,348.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,VINNI,SEMISUB STEEL,MOVEABLE,,11-A,NO,WILDCAT,NOT APPLICABLE,1987,1988,,,12,,,,,                    ,                    ,210,NO,,,,ED50  ,64,21,55.01,N,6,26,48.16,E,64.365281,6.446711,7140372.6,376765.25,32,6406,8,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1136,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1136,initial             ,                                        ,2007-06-28,1990-04-11,,1136,,,,,289414.0,0,21860.0,,,2024-01-02,2024-01-02,22.03.2024,4873.0,33.73
7683,6406/8-2,EXPLORATION,6406/8-2,Total E&P Norge AS,323 ,WILDCAT,P&A,DRY, NO,2006-10-28,2007-04-08,,,,1124-L,,NO,169.0,,crossline 2968-inline 1932(TO05M01 PSDM),5.0,21.5,4697.0,4700.0,363.6,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,,18,NO,WILDCAT,,2006,2007,,,1,,,,,                    ,                    ,163,NO,,,,ED50  ,64,28,49.95,N,6,20,17.62,E,64.480542,6.338228,7153423.99,372069.89,32,6406,8,initial             , ,2,,,https://factpages.npd.no/pbl/wellbore_press_releases/5435-6406-8-2.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5435,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5435,initial             ,                                        ,2009-04-08,2009-04-08,,5435,,,,,287902.0,0,2786740.0,,,2024-01-02,2024-01-02,22.03.2024,4675.5,34.52
7684,6406/9-1,EXPLORATION,6406/9-1,A/S Norske Shell,255 ,WILDCAT,P&A,GAS, NO,2004-06-15,2005-06-02,,,,1077-L,6406/9-1 Linnorm,YES,184.0,,HWE95m:inline 4340 & xline 1541.6,7.0,23.5,5077.0,5080.0,308.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,TRANSOCEAN LEADER,SEMISUB STEEL,MOVEABLE,,16,NO,WILDCAT,NOT APPLICABLE,2004,2005,,,9,ILE FM,MIDDLE JURASSIC,TOFTE FM,EARLY JURASSIC,TILJE FM            ,EARLY JURASSIC      ,353,NO,,,,ED50  ,64,26,46.85,N,6,48,55.23,E,64.446347,6.815342,7148739.49,394862.07,32,6406,9,initial             , ,1,,,https://factpages.npd.no/pbl/wellbore_press_releases/4927-6406-9-1.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4927,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4927,initial             ,                                        ,2007-12-21,2007-06-02,,4927,,,3435686.0,,296677.0,0,1032979.0,,,2024-01-02,2024-01-02,22.03.2024,5053.5,34.9
7686,6406/9-2,EXPLORATION,6406/9-2,A/S Norske Shell,255 ,APPRAISAL,P&A,GAS, NO,2007-02-05,2007-07-01,,,,1129-L,6406/9-1 Linnorm,NO,184.0,,HW95M in line:4308 TRACE= x-line :2076,4.7,18.0,5347.0,5348.0,299.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,,16,NO,APPRAISAL,,2007,2007,,,9,GARN FM,MIDDLE JURASSIC,ILE FM,MIDDLE JURASSIC,TOFTE FM            ,EARLY JURASSIC      ,147,NO,,,,ED50  ,64,28,34.83,N,6,48,9.46,E,64.476342,6.802628,7152101.79,394366.07,32,6406,9,initial             , ,2,,,https://factpages.npd.no/pbl/wellbore_press_releases/5454-6406-9-2.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5454,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5454,initial             ,                                        ,2009-06-28,2009-07-01,,5454,,,3435686.0,,297514.0,0,1032979.0,,,2024-01-02,2024-01-02,22.03.2024,5329.0,33.1
7687,6406/9-3,EXPLORATION,6406/9-3,A/S Norske Shell,255 ,WILDCAT,P&A,GAS, NO,2013-04-18,2013-09-29,,,,1439-L,6406/9-3 (Onyx Sør),YES,186.0,,SH0902MZ10.inline 5601 & crossline 3096,6.6,40.0,5135.0,5138.0,298.0,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,TRANSOCEAN BARENTS,SEMISUB STEEL,MOVEABLE,,16,NO,WILDCAT,,2013,2013,,,9,ILE FM,MIDDLE JURASSIC,,,                    ,                    ,165,NO,,,,ED50  ,64,25,15.99,N,6,58,42.79,E,64.421108,6.978553,7145667.7,402625.05,32,6406,9,initial             , ,3,,,https://factpages.npd.no/pbl/wellbore_press_releases/7141-6406-9-3.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7141,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7141,initial             ,                                        ,2015-09-29,2015-09-29,,7141,,,23761877.0,,404303.0,0,1032979.0,,,2024-01-02,2024-01-02,22.03.2024,5095.0,35.01
7688,6406/11-1 S,EXPLORATION,6406/11-1,Saga Petroleum ASA,156 ,WILDCAT,P&A,OIL, NO,1990-10-19,1991-02-18,,,,651-L,6406/11-1 S,YES,150.0,,DG M2-3D-90: ROW 243 & COL. 920,28.8,26.0,4131.0,4185.0,315.0,,LATE TRIASSIC       ,RED BEDS (INFORMAL) ,NORWEGIAN SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,12-B,NO,WILDCAT,NOT APPLICABLE,1990,1991,,,5,ILE FM,MIDDLE JURASSIC,,,                    ,                    ,123,NO,,,,ED50  ,64,2,45.9,N,6,36,14.16,E,64.046083,6.603933,7104524.7,383011.32,32,6406,11,initial             , ,1,S,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1539,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1539,initial             ,                                        ,2005-06-30,1993-02-18,,1539,,,45707.0,,296326.0,0,22060.0,,,2024-01-02,2024-01-02,22.03.2024,4105.0,34.69
7689,6406/12-1 S,EXPLORATION,6406/12-1,Den norske stats oljeselskap a.s,157 ,WILDCAT,P&A,DRY, NO,1990-12-15,1991-02-28,,,,662-L,,NO,147.0,,ST9096-513 & SP 1613,26.8,23.0,3891.0,3965.0,329.0,,MIDDLE JURASSIC     ,MELKE FM            ,NORWEGIAN SEA,ROSS RIG (2),SEMISUB STEEL,MOVEABLE,,12-B,NO,WILDCAT,NOT APPLICABLE,1990,1991,,,1,,,,,                    ,                    ,76,NO,,,,ED50  ,64,4,11.14,N,6,43,56.91,E,64.069761,6.732475,7106932.34,389379.24,32,6406,12,initial             , ,1,S,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1711,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1711,initial             ,                                        ,2004-03-02,1993-02-28,,1711,,,,,294382.0,0,22068.0,,,2024-01-02,2024-01-02,22.03.2024,3868.0,36.04
7690,6406/12-2,EXPLORATION,6406/12-2,Den norske stats oljeselskap a.s,157 ,WILDCAT,P&A,DRY, NO,1995-09-01,1995-10-17,,,,824-L,,NO,146.0,,ST 9302- INLINE 1048 & CROSSLINE 2289,5.9,23.0,4363.0,4367.0,334.0,,MIDDLE JURASSIC     ,MELKE FM            ,NORWEGIAN SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,12-B,NO,WILDCAT,NOT APPLICABLE,1995,1995,,,1,,,,,                    ,                    ,47,NO,,,,ED50  ,64,6,13.08,N,6,51,43.06,E,64.103633,6.861961,7110486.95,395821.02,32,6406,12,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2640,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2640,initial             ,                                        ,2003-09-24,1997-10-17,,2640,,,,,287983.0,0,22068.0,,,2024-01-02,2024-01-02,22.03.2024,4340.0,31.89
7694,6406/12-4 A,EXPLORATION,6406/12-4,VNG Norge AS,586 ,WILDCAT,P&A,DRY, NO,2015-08-18,2015-09-17,,,,1595-L,,NO,134.0,,PGS 14005 IL 5660 XL 5851,32.1,25.5,3824.5,4058.0,319.0,1206.0,JURASSIC            ,MELKE FM            ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,TFO2010,NO,WILDCAT,,2015,2015,,,1,,,,,                    ,                    ,32,NO,,2015-09-17,,ED50  ,64,1,7.48,N,6,46,31.29,E,64.018744,6.775358,7101175.99,391272.15,32,6406,12,sidetrack           , ,4,A,,https://factpages.npd.no/pbl/wellbore_press_releases/7774-6406-12-4-A.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7774,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7774,sidetrack           ,6406/12-4 S                             ,2017-09-17,2017-09-17,,7774,,,,,294382.0,0,20109200.0,,,2024-02-16,2024-01-02,22.03.2024,3799.0,33.27
7695,6406/12-4 S,EXPLORATION,6406/12-4,VNG Norge AS,586 ,WILDCAT,P&A,OIL SHOWS, NO,2015-06-23,2015-08-17,,,,1587-L,,NO,128.0,,inline 5508.xline 5986,43.0,25.5,3882.9,4318.0,319.0,,LATE JURASSIC       ,INTRA MELKE FM SS   ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,TFO2010,NO,WILDCAT,,2015,2015,,,12,ROGN FM,LATE JURASSIC,,,                    ,                    ,56,NO,,,2015-08-17,ED50  ,64,1,7.48,N,6,46,31.29,E,64.018744,6.775358,7101175.99,391272.15,32,6406,12,initial             , ,4,S,,https://factpages.npd.no/pbl/wellbore_press_releases/7721-6406-12-4-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7721,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7721,initial             ,                                        ,2017-08-19,2017-08-17,,7721,,,,,294382.0,0,20109200.0,,,2024-02-16,2024-01-02,22.03.2024,3857.4,31.21
7696,6406/12-5 S,EXPLORATION,6406/12-5,VNG Norge AS,586 ,WILDCAT,P&A,DRY, NO,2015-09-22,2015-11-12,,,,1599-L,,NO,130.0,,PGS 14005;inline 6064 & xline 5758,43.6,24.0,3734.0,4297.0,336.0,,LATE JURASSIC       ,MELKE FM            ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,TFO2010,NO,WILDCAT,,2015,2015,,,1,,,,,                    ,                    ,52,NO,,,,ED50  ,64,3,37.84,N,6,50,38.82,E,64.060511,6.844117,7105712.87,394789.14,32,6406,12,initial             , ,5,S,,https://factpages.npd.no/pbl/wellbore_press_releases/7787-6406-12-5-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7787,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7787,initial             ,                                        ,2018-03-08,2017-11-12,,7787,,,,,294382.0,0,20109200.0,,,2024-02-16,2024-01-02,22.03.2024,3710.0,32.99
7707,6407/1-1,EXPLORATION,6407/1-1,Den norske stats oljeselskap a.s,073 ,WILDCAT,JUNKED,NOT APPLICABLE, NO,1982-10-19,1982-11-13,,,,350-L,,NO,27.0,,8110 - 427  SP 234,1.0,29.0,900.0,900.0,273.0,,PLIOCENE            ,NAUST FM            ,NORWEGIAN SEA,DYVI DELTA,SEMISUB STEEL,MOVEABLE,,5,NO,WILDCAT,NOT APPLICABLE,1982,1982,,,80,,,,,                    ,                    ,26,NO,,,,ED50  ,64,47,51.66,N,7,2,21.62,E,64.797683,7.039339,7187528.6,406849.9,32,6407,1,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=66,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=66,initial             ,                                        ,2006-12-15,1984-11-13,,66,,,,,287821.0,0,21380.0,,,2024-01-02,2024-01-02,22.03.2024,871.0,22.26
7708,6407/1-2,EXPLORATION,6407/1-2,Den norske stats oljeselskap a.s,073 ,WILDCAT,P&A,GAS/CONDENSATE, NO,1982-11-13,1983-05-15,,,TYRIHANS,355-L,6407/1-2 Tyrihans Sør,YES,159.0,,8110 - 427  SP 234,5.0,29.0,4558.0,4560.0,273.0,,LATE TRIASSIC       ,GREY BEDS (INFORMAL),NORWEGIAN SEA,DYVI DELTA,SEMISUB STEEL,MOVEABLE,,5,NO,WILDCAT,NOT APPLICABLE,1982,1983,,,17,GARN FM,MIDDLE JURASSIC,,,                    ,                    ,184,NO,,,,ED50  ,64,47,50.61,N,7,2,23.76,E,64.797392,7.039933,7187495.23,406877.13,32,6407,1,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=61,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=61,initial             ,                                        ,2005-12-13,1985-05-15,,61,,,44852.0,3960848.0,287821.0,0,21380.0,,,2024-01-02,2024-01-02,22.03.2024,4529.0,33.43
7709,6407/1-3,EXPLORATION,6407/1-3,Den norske stats oljeselskap a.s,073 ,WILDCAT,P&A,OIL/GAS, NO,1983-09-17,1984-01-16,,,TYRIHANS,388-L,6407/1-3 Tyrihans Nord,YES,153.0,,ST 8110 - 435  SP 140,4.2,29.0,4467.0,4469.0,286.0,,LATE TRIASSIC       ,GREY BEDS (INFORMAL),NORWEGIAN SEA,DYVI DELTA,SEMISUB STEEL,MOVEABLE,,5,NO,WILDCAT,NOT APPLICABLE,1983,1984,,,13,FANGST GP,MIDDLE JURASSIC,,,                    ,                    ,122,NO,,,,ED50  ,64,52,25.48,N,7,2,53.47,E,64.873744,7.048186,7195989.53,407531.49,32,6407,1,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=29,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=29,initial             ,                                        ,2005-12-13,1986-01-16,,29,,,44858.0,3960848.0,287821.0,0,21380.0,,,2024-01-02,2024-01-02,22.03.2024,4438.0,32.76
7711,6407/1-5 S,EXPLORATION,6407/1-5,Wintershall Norge ASA,475 BS,APPRAISAL,P&A,OIL/GAS, NO,2012-01-31,2012-05-21,,,MARIA,1357-L,6406/3-8 Maria,NO,145.0,,ST0614WIR10 -inline7836 & crossline 2118,10.6,31.0,4164.0,4177.0,298.0,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,BORGLAND DOLPHIN,SEMISUB STEEL,MOVEABLE,,TFO2008,NO,APPRAISAL,,2012,2012,,,13,GARN FM,MIDDLE JURASSIC,,,                    ,                    ,112,NO,,,,ED50  ,64,59,20.12,N,7,0,17.16,E,64.988922,7.004767,7208885.51,405879.91,32,6407,1,initial             , ,5,S,,https://factpages.npd.no/pbl/wellbore_press_releases/6774-6407-1-5-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6774,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6774,initial             ,                                        ,2014-05-21,2014-05-21,,6774,,,18212080.0,26465170.0,297784.0,0,5107669.0,,,2024-01-02,2024-01-02,22.03.2024,4133.0,33.24
7717,6407/1-9,EXPLORATION,6407/1-9,Equinor Energy AS,939 ,WILDCAT,P&A,OIL, NO,2021-09-24,2021-10-28,,,,1862-L,6407/1-9 (Egyptian Vulture),YES,136.0,EQ20320,inline 3146. xline 3176,1.3,31.0,3914.0,3914.0,301.0,,EARLY CRETACEOUS    ,LANGE FM            ,NORWEGIAN SEA,WEST HERCULES,SEMISUB STEEL,MOVEABLE,,TFO2017,NO,WILDCAT,,2021,2021,,,5,LANGE FM,LATE CRETACEOUS,,,                    ,                    ,35,NO,,,2021-10-28,ED50  ,64,58,45.35,N,7,2,54.31,E,64.979264,7.048419,7207745.18,407905.38,32,6407,1,initial             , ,9,,,https://www.npd.no/aktuelt/nyheter/Resultat-av-leteboring/2021/oljefunn-nar-tyrihansfeltet-i-norskehavet--64071-9/,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=9329,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=9329,initial             ,                                        ,2023-03-01,2023-03-01,,9329,,,39200813.0,,415836.0,0,30675651.0,9146.0,,2024-01-02,2024-01-02,22.03.2024,3883.0,33.06
7752,6407/2-1,EXPLORATION,6407/2-1,Saga Petroleum ASA,074 ,WILDCAT,P&A,SHOWS, NO,1982-06-03,1982-08-06,,,,332-L,,NO,130.0,,715 - 259  SP 840,3.0,33.0,3869.0,3870.0,266.0,,LATE TRIASSIC       ,RED BEDS (INFORMAL) ,NORWEGIAN SEA,WEST VENTURE OLD,SEMISUB STEEL,MOVEABLE,,5,NO,WILDCAT,NOT APPLICABLE,1982,1982,,,12,,,,,                    ,                    ,65,NO,,,,ED50  ,64,58,4.97,N,7,28,28.12,E,64.968047,7.474478,7205942.44,427977.33,32,6407,2,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=76,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=76,initial             ,                                        ,2005-12-13,1984-08-06,,76,,,,,362494.0,0,21388.0,,,2024-01-02,2024-01-02,22.03.2024,3836.0,31.91
7753,6407/2-2,EXPLORATION,6407/2-2,Saga Petroleum ASA,074 ,APPRAISAL,P&A,GAS/CONDENSATE, NO,1983-05-17,1983-07-31,,,ÅSGARD,375-L,6507/11-1 Midgard,NO,112.0,,line 8271-101 SP 474,2.0,26.0,3351.0,3351.0,258.0,,LATE TRIASSIC       ,GREY BEDS (INFORMAL),NORWEGIAN SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,5,NO,WILDCAT,NOT APPLICABLE,1983,1983,,,17,GARN FM,MIDDLE JURASSIC,,,                    ,                    ,76,NO,,,,ED50  ,64,59,39.64,N,7,31,53.08,E,64.994344,7.531411,7208809.08,430732.95,32,6407,2,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=16,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=16,initial             ,                                        ,2005-12-13,1985-07-31,,16,,,44912.0,43765.0,296326.0,0,21388.0,,,2024-01-02,2024-01-02,22.03.2024,3325.0,31.4
7754,6407/2-3,EXPLORATION,6407/2-3,Saga Petroleum ASA,074 ,APPRAISAL,P&A,GAS/CONDENSATE, NO,1986-11-07,1987-01-23,,,ÅSGARD,531-L,6507/11-1 Midgard,NO,104.0,,SG 8571 - 296  SP. 520,10.3,26.0,3050.0,3050.0,250.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,5,NO,WILDCAT,NOT APPLICABLE,1986,1987,,,17,GARN FM,MIDDLE JURASSIC,ILE FM,MIDDLE JURASSIC,                    ,                    ,78,NO,,,,ED50  ,64,56,1.39,N,7,39,53.04,E,64.933719,7.664733,7201913.99,436877.75,32,6407,2,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=935,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=935,initial             ,                                        ,2009-03-09,1989-01-23,,935,,,44912.0,43765.0,296326.0,0,21388.0,,,2024-01-02,2024-01-02,22.03.2024,3024.0,31.87
7756,6407/2-5 S,EXPLORATION,6407/2-5,StatoilHydro Petroleum AS,074 ,WILDCAT,P&A,OIL/GAS, NO,2009-07-26,2009-09-02,,,HALTEN ØST,1258-L,6407/2-5 S (Nona),YES,116.0,,3D Survey:ST04m8.inline 2474 & xline 3163,31.5,22.0,3311.0,3408.0,250.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,,5,NO,WILDCAT,,2009,2009,,,13,GARN FM,MIDDLE JURASSIC,ILE FM,MIDDLE JURASSIC,                    ,                    ,39,NO,,,,ED50  ,64,50,55.69,N,7,38,5.7,E,64.848803,7.634917,7192481.71,435264.21,32,6407,2,initial             , ,5,S,,https://factpages.npd.no/pbl/wellbore_press_releases/6151-6407-2-5-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6151,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6151,initial             ,                                        ,2011-09-02,2011-09-02,,6151,,,17115700.0,42148955.0,287902.0,0,21388.0,,,2024-01-02,2024-01-02,22.03.2024,3289.0,32.96
7757,6407/2-6 S,EXPLORATION,6407/2-6,Statoil Petroleum AS,473 ,WILDCAT,P&A,OIL/GAS, NO,2010-04-03,2010-05-13,,,HALTEN ØST,1304-L,6407/2-6 S (Flyndretind),YES,118.0,,3D survey: ST04M8-inline 2255 & trace 3821,19.0,22.0,3188.0,3230.0,252.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,,TFO2007,NO,WILDCAT,,2010,2010,,,13,TOFTE FM,EARLY JURASSIC,TILJE FM,EARLY JURASSIC,                    ,                    ,41,NO,,,,ED50  ,64,46,17.2,N,7,36,19.0,E,64.771444,7.605278,7183892.38,433668.92,32,6407,2,initial             , ,6,S,,https://factpages.npd.no/pbl/wellbore_press_releases/6351-6407-2-6-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6351,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6351,initial             ,                                        ,2012-05-13,2012-05-13,,6351,,,18104628.0,42148955.0,287902.0,0,4920841.0,,,2024-01-02,2024-01-02,22.03.2024,3166.0,34.87
7762,6407/3-1 S,EXPLORATION,6407/3-1,Statoil Petroleum AS,312 ,WILDCAT,P&A,DRY, NO,2011-04-14,2011-05-08,,,,1349-L,,NO,111.0,,3D Survey STO4M08-BIN . IL 2612 & XL 3852,10.5,23.0,2918.0,2928.0,234.0,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,TRANSOCEAN LEADER,SEMISUB STEEL,MOVEABLE,,TFO2003,NO,WILDCAT,,2011,2011,,,1,,,,,                    ,                    ,25,NO,,2011-05-08,,ED50  ,64,46,32.49,N,7,42,14.23,E,64.775692,7.703953,7184265.96,438370.92,32,6407,3,initial             , ,1,S,,https://factpages.npd.no/pbl/wellbore_press_releases/6582-6407-3-1-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6582,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6582,initial             ,                                        ,2012-11-14,2012-11-14,,6582,,,,,296677.0,0,2491196.0,,,2024-01-02,2024-01-02,22.03.2024,2895.0,35.71
