,wlbWellboreName,wlbWellType,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,field,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,lat,lon,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbDiskosWellboreType,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType1,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,prlNpdidProdLicenceTarget,fclNpdidFacilityProducing,dscNpdidDiscovery,fldID,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbAliasName,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD,SSTVD,grad T (degC/km)
136,2/1-6,EXPLORATION,2/1-6,BP Norway Limited U.A.,019 B,APPRAISAL,P&A,DRY, NO,1984-04-30,1984-08-12,,,GYDA,413-L,2/1-3 Gyda,NO,166.0,,BP 80 - 27 B  SP. 2268,2.5,25.0,4582.0,4588.0,66.0,,LATE TRIASSIC       ,SKAGERRAK FM        ,NORTH SEA,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,,1-A,NO,APPRAISAL,NOT APPLICABLE,1984,1984,,,1,,,,,                    ,                    ,105,NO,,,,ED50  ,56,55,14.81,N,3,1,38.37,E,56.920781,3.027325,6308709.14,501663.54,31,2,1,initial             , ,6,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=109,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=109,initial             ,                                        ,2011-03-12,1986-08-12,,109,,,44012.0,43492.0,297514.0,0,20924.0,,,2024-01-02,2024-01-02,22.03.2024,4557.0,34.76
137,2/1-7,EXPLORATION,2/1-7,BP Petroleum Dev. of Norway AS,019 B,WILDCAT,P&A,DRY, NO,1984-09-06,1985-03-06,,,,431-L,,NO,178.0,,80 - 30A  SP. 1630,0.0,38.0,5464.0,5464.0,69.0,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,GLOMAR MORAY F.I,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1984,1985,,,1,,,,,                    ,                    ,182,NO,,,,ED50  ,56,51,51.32,N,3,5,40.36,E,56.864256,3.094544,6302420.54,505764.55,31,2,1,initial             , ,7,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=137,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=137,initial             ,                                        ,2006-02-15,1987-03-06,,137,,,,,296191.0,0,20924.0,,,2024-01-02,2024-01-02,22.03.2024,5426.0,31.4
138,2/1-8,EXPLORATION,2/1-8,BP Norway Limited U.A.,019 B,APPRAISAL,P&A,OIL, NO,1985-07-28,1985-11-23,,,GYDA,473-L,2/1-3 Gyda,NO,160.0,,BP 80 - 37  SP. 400,6.0,37.0,4146.0,4151.0,66.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NEDDRILL TRIGON,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,APPRAISAL,NOT APPLICABLE,1985,1985,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,119,NO,,,,ED50  ,56,53,40.63,N,3,6,55.95,E,56.894619,3.115542,6305802.54,507039.08,31,2,1,initial             , ,8,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=459,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=459,initial             ,                                        ,2011-03-12,1987-11-23,,459,,,44012.0,43492.0,296947.0,0,20924.0,,,2024-01-02,2024-01-02,22.03.2024,4109.0,37.09
139,2/1-9,EXPLORATION,2/1-9,BP Norway Limited U.A.,019 B,WILDCAT,P&A,OIL, NO,1991-04-15,1991-07-06,,,GYDA,676-L,2/1-9 Gyda Sør,YES,160.0,,X-OVER 3D LINE 560 AND X-LINE 570,2.2,23.0,4298.0,4298.0,66.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,,1-A,NO,APPRAISAL,NOT APPLICABLE,1991,1991,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,83,NO,,,1991-07-06,ED50  ,56,51,37.77,N,3,5,4.77,E,56.860492,3.084658,6302000.77,505162.3,31,2,1,initial             , ,9,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1667,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1667,initial             ,                                        ,2007-10-16,1993-07-06,,1667,,,44018.0,43492.0,296245.0,0,20924.0,,,2024-01-02,2024-01-02,22.03.2024,4275.0,35.65
140,2/1-9 A,EXPLORATION,2/1-9,BP Norway Limited U.A.,019 B,APPRAISAL,P&A,OIL, NO,1992-01-18,1992-03-08,,,GYDA,713-L,2/1-9 Gyda Sør,NO,138.0,,GYDA 3D IN LINE 580  x- LINE  556,60.0,23.0,4124.0,4379.0,66.0,3270.0,LATE JURASSIC       ,ULA FM              ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,,1-A,NO,APPRAISAL,NOT APPLICABLE,1992,1992,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,51,NO,,2014-03-02,1992-03-08,ED50  ,56,51,37.77,N,3,5,4.77,E,56.860492,3.084658,6302000.77,505162.3,31,2,1,sidetrack           , ,9,A,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1867,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1867,sidetrack           ,2/1-9                                   ,2007-10-17,1994-03-08,,1867,,,44018.0,43492.0,296245.0,0,20924.0,,,2024-01-02,2024-01-02,22.03.2024,4101.0,31.79
141,2/1-10,EXPLORATION,2/1-10,BP Norway Limited U.A.,164 ,WILDCAT,P&A,OIL SHOWS, NO,1991-11-09,1992-01-14,,,,703-L,,NO,163.0,,GYDA 3D  IN LINE  122   X- LINE  1006,6.65,23.0,4523.1,4525.0,66.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,,13,NO,WILDCAT,NOT APPLICABLE,1991,1992,,,12,,,,,                    ,                    ,67,NO,,,,ED50  ,56,57,53.61,N,3,1,19.7,E,56.964892,3.022139,6313619.42,501346.22,31,2,1,initial             , ,10,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1865,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1865,initial             ,                                        ,2002-09-24,1994-01-14,,1865,,,,,296245.0,0,22124.0,,,2024-01-02,2024-01-02,22.03.2024,4500.1,34.53
142,2/1-11,EXPLORATION,2/1-11,BP Norway Limited U.A.,019 B,WILDCAT,P&A,OIL, NO,1997-01-14,1997-05-07,,,,877-L,2/1-11,YES,167.0,,BPN 9111- INLINE 425 & CROSSLINE 1107,30.0,23.0,4697.0,4725.0,68.2,,LATE TRIASSIC       ,SMITH BANK FM       ,NORTH SEA,MÆRSK JUTLANDER,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1997,1997,,,5,BRYNE FM,MIDDLE JURASSIC,,,                    ,                    ,114,NO,,2014-02-21,,ED50  ,56,47,35.28,N,3,3,58.16,E,56.793133,3.066156,6294501.41,504041.28,31,2,1,initial             , ,11,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2699,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2699,initial             ,                                        ,2010-04-01,1999-05-07,,2699,,,43988.0,,296353.0,0,20924.0,,,2024-01-02,2024-01-02,22.03.2024,4674.0,34.1
143,2/1-12,EXPLORATION,2/1-12,BP Norway Limited U.A.,019 C,WILDCAT,P&A,DRY, NO,1999-01-08,1999-02-10,,,,946-L,,NO,125.0,,SG9502-INLINE 428 & X-LINE 1758,1.4,23.0,3550.0,3550.0,68.0,,MIDDLE JURASSIC     ,BRYNE FM            ,NORTH SEA,MÆRSK JUTLANDER,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1999,1999,,,1,,,,,                    ,                    ,34,NO,,1999-02-10,,ED50  ,56,52,13.28,N,3,18,46.44,E,56.870356,3.3129,6303139.22,519074.96,31,2,1,initial             , ,12,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3648,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3648,initial             ,                                        ,2002-12-18,2001-02-10,,3648,,,,,296353.0,0,47992.0,,,2024-01-02,2024-01-02,22.03.2024,3527.0,33.28
144,2/1-13 S,EXPLORATION,2/1-13,Talisman Energy Norge AS,299 ,WILDCAT,P&A,OIL/GAS SHOWS, NO,2008-11-07,2009-03-07,,,,1212-L,,NO,161.0,,inline 8340 & xline 20280,21.4,41.3,4358.0,4435.0,69.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,,TFO2003,NO,WILDCAT,,2008,2009,,,12,,,,,                    ,                    ,121,NO,,,,ED50  ,56,47,9.5,N,3,2,29.72,E,56.785972,3.041589,6293703.09,502541.05,31,2,1,initial             , ,13,S,,https://factpages.npd.no/pbl/wellbore_press_releases/5975-2-1-13-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5975,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5975,initial             ,                                        ,2011-01-03,2011-01-03,,5975,,,,,292114.0,0,2490320.0,,,2024-01-02,2024-01-02,22.03.2024,4316.7,35.53
146,2/1-15,EXPLORATION,2/1-15,Det norske oljeselskap ASA,542 ,WILDCAT,P&A,DRY, NO,2013-07-18,2013-09-05,,,,1436-L,,NO,149.0,,inline 7565 & crossline 22040,2.3,42.6,3554.0,3554.0,69.6,,TRIASSIC            ,HEGRE GP            ,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,,TFO2009,NO,WILDCAT,,2013,2013,,,1,,,,,                    ,                    ,50,NO,,2013-09-05,,ED50  ,56,52,58.14,N,3,12,47.53,E,56.882817,3.213203,6304502.99,512992.93,31,2,1,initial             , ,15,,,https://factpages.npd.no/pbl/wellbore_press_releases/7219-2-1-15.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7219,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7219,initial             ,                                        ,2015-09-05,2015-09-05,,7219,,,,,278245.0,0,17320156.0,,,2024-01-02,2024-01-02,22.03.2024,3511.4,40.27
222,2/2-1,EXPLORATION,2/2-1,Saga Petroleum ASA,066 ,WILDCAT,P&A,OIL/GAS, NO,1982-04-09,1982-07-03,,,,320-L,2/2-1 (Møyfrid),YES,146.0,,SG 8052 - 210  SP 165,3.25,25.0,4002.0,4003.0,59.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,,6,NO,WILDCAT,NOT APPLICABLE,1982,1982,,,13,VADE FM,OLIGOCENE,ULA FM,LATE JURASSIC,                    ,                    ,86,NO,,,,ED50  ,56,47,15.69,N,3,38,15.62,E,56.787692,3.637672,6294075.1,538959.15,31,2,2,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=46,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=46,initial             ,                                        ,2004-06-29,1984-07-03,,46,,,44024.0,,297514.0,0,21324.0,,,2024-01-02,2024-01-02,22.03.2024,3977.0,34.8
223,2/2-2,EXPLORATION,2/2-2,Saga Petroleum ASA,066 ,WILDCAT,P&A,GAS, NO,1982-07-04,1982-08-27,,,,336-L,2/2-2 (Desmond),YES,103.0,,SG 8052 - 302  SP 285,2.25,25.0,3124.0,3127.0,66.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,,6,NO,WILDCAT,NOT APPLICABLE,1982,1982,,,9,VADE FM,OLIGOCENE,,,                    ,                    ,55,NO,,,,ED50  ,56,56,40.61,N,3,22,46.81,E,56.944614,3.379669,6311426.05,523099.44,31,2,2,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=80,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=80,initial             ,                                        ,2004-06-29,1984-08-27,,80,,,44030.0,,297514.0,0,21324.0,,,2024-01-02,2024-01-02,22.03.2024,3099.0,30.78
224,2/2-3,EXPLORATION,2/2-3,Saga Petroleum ASA,066 ,WILDCAT,P&A,DRY, NO,1983-02-04,1983-05-11,,,,362-L,,NO,138.0,,SG 8252 - 258  SP 301,8.0,27.0,4096.0,4100.0,65.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,6,NO,WILDCAT,NOT APPLICABLE,1983,1983,,,1,,,,,                    ,                    ,97,NO,,,,ED50  ,56,47,36.42,N,3,25,38.14,E,56.79345,3.427261,6294616.14,526100.02,31,2,2,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3,initial             ,                                        ,2004-09-24,1985-05-11,,3,,,,,296326.0,0,21324.0,,,2024-01-02,2024-01-02,22.03.2024,4069.0,32.04
225,2/2-4,EXPLORATION,2/2-4,Saga Petroleum ASA,066 ,APPRAISAL,P&A,GAS, NO,1988-04-16,1988-06-07,,,,574-L,2/2-1 (Møyfrid),NO,138.0,,SG 8652 - 102  SP. 218,4.4,26.0,4017.5,4020.0,59.0,,LATE TRIASSIC       ,SMITH BANK FM       ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,6,NO,WILDCAT,NOT APPLICABLE,1988,1988,,,9,VADE FM,OLIGOCENE,,,                    ,                    ,53,NO,,,,ED50  ,56,47,40.88,N,3,39,34.46,E,56.794689,3.659572,6294866.66,540289.63,31,2,2,initial             , ,4,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1188,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1188,initial             ,                                        ,2004-03-02,1990-06-07,,1188,,,44024.0,,296326.0,0,21324.0,,,2024-01-02,2024-01-02,22.03.2024,3991.5,32.67
226,2/2-5,EXPLORATION,2/2-5,Saga Petroleum ASA,066 ,WILDCAT,P&A,OIL, NO,1991-11-07,1992-02-19,,,,705-L,2/2-5 (Bumblebee),YES,160.0,,SG - 8752 - 315   SP 310,4.5,26.0,4081.0,4082.0,63.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,6,NO,WILDCAT,NOT APPLICABLE,1991,1992,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,105,NO,,,,ED50  ,56,50,5.8,N,3,27,22.9,E,56.834944,3.456361,6299246.57,527846.84,31,2,2,initial             , ,5,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1846,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1846,initial             ,                                        ,2003-12-17,1994-02-19,,1846,,,44036.0,,296326.0,0,21324.0,,,2024-01-02,2024-01-02,22.03.2024,4055.0,37.58
230,2/3-3,EXPLORATION,2/3-3,Norske Murphy Oil Company,022 ,WILDCAT,P&A,DRY, NO,1971-10-08,1971-11-20,,,,61-L,,NO,73.0,,LINE 13.,0.0,31.0,2973.0,2973.0,56.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,OCEAN TIDE,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1971,1971,,,1,,,,,                    ,                    ,44,NO,,,,ED50  ,56,48,18.9,N,3,58,11.5,E,56.80525,3.969861,6296267.73,559226.21,31,2,3,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=198,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=198,initial             ,                                        ,2004-09-24,1973-11-20,,198,,,,,288469.0,0,20948.0,,,2024-01-02,2024-01-02,22.03.2024,2942.0,22.23
231,2/3-4,EXPLORATION,2/3-4,Norwegian Gulf Exploration Company AS,022 ,WILDCAT,P&A,DRY, NO,1984-05-28,1984-07-24,,,,418-L,,NO,109.0,,SG 8252 - 374  SP. 185,0.0,38.0,3386.0,3386.0,56.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,GLOMAR MORAY F.I,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1984,1984,,,1,,,,,                    ,                    ,58,NO,,,,ED50  ,56,46,45.61,N,3,48,27.89,E,56.779336,3.807747,6293254.69,549360.76,31,2,3,initial             , ,4,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=129,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=129,initial             ,                                        ,2004-05-18,1986-07-24,,129,,,,,296191.0,0,20948.0,,,2024-01-02,2024-01-02,22.03.2024,3348.0,30.28
235,2/4-4,EXPLORATION,2/4-4,Phillips Petroleum Company Norway,018 ,APPRAISAL,P&A,OIL, NO,1970-06-02,1970-08-01,,,EKOFISK,37-L,2/4-2 Ekofisk,NO,121.0,,LINE PG-0312  SP: 685,1.5,27.0,3424.0,3424.0,71.0,,LATE CRETACEOUS     ,TOR FM              ,NORTH SEA,OCEAN VIKING,SEMISUB STEEL,MOVEABLE,,1-A,NO,APPRAISAL,NOT APPLICABLE,1970,1970,,,5,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,61,NO,,,,ED50  ,56,30,47.9,N,3,12,39.48,E,56.513306,3.210967,6263370.75,512983.23,31,2,4,initial             , ,4,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=174,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=174,initial             ,                                        ,2007-04-02,1972-08-01,,174,,,44072.0,43506.0,296407.0,0,20900.0,,,2024-01-02,2024-01-02,22.03.2024,3397.0,33.38
237,2/4-6,EXPLORATION,2/4-6,Phillips Petroleum Company Norway,018 ,WILDCAT,P&A,GAS/CONDENSATE, NO,1970-08-28,1970-12-10,,,VEST EKOFISK,44-L,2/4-6 Vest Ekofisk,YES,137.0,, ,1.3,24.0,3411.0,3411.0,69.0,,LATE CRETACEOUS     ,TOR FM              ,NORTH SEA,PENTAGONE 81,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1970,1970,,,17,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,105,NO,,,,ED50  ,56,34,0.4,N,3,5,8.2,E,56.566778,3.085611,6269306.18,505261.23,31,2,4,initial             , ,6,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=181,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=181,initial             ,                                        ,2007-04-16,1972-12-10,,181,,,44078.0,43513.0,288631.0,0,20900.0,,,2024-01-02,2024-01-02,22.03.2024,3387.0,38.2
244,2/4-13,EXPLORATION,2/4-13,Saga Petroleum ASA,146 ,WILDCAT,JUNKED,NOT APPLICABLE, NO,1988-09-03,1988-10-06,,,,588-L,,NO,65.0,,LINJE  NS - 5 - 235    SP 585,2.9,26.0,2517.0,2518.0,69.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1988,1988,,,80,,,,,                    ,                    ,33,NO,,,,ED50  ,56,41,3.98,N,3,8,44.53,E,56.684439,3.145703,6282409.61,508926.35,31,2,4,initial             , ,13,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1313,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1313,initial             ,                                        ,2005-12-13,1990-10-06,,1313,,,,,296326.0,0,21980.0,,,2024-01-02,2024-01-02,22.03.2024,2491.0,23.04
245,2/4-14,EXPLORATION,2/4-14,Saga Petroleum ASA,146 ,WILDCAT,SUSPENDED,OIL/GAS, NO,1988-10-06,1989-01-31,,,,593-L,2/4-14,YES,150.0,,LINJE NS-5-235 & SP585,2.2,26.0,4733.0,4734.0,68.0,,EARLY CRETACEOUS    ,MANDAL FM           ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1988,1989,,,13,MANDAL FM,EARLY CRETACEOUS,,,                    ,                    ,118,NO,,,,ED50  ,56,41,5.26,N,3,8,43.08,E,56.684794,3.1453,6282449.13,508901.59,31,2,4,initial             , ,14,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1343,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1343,initial             ,                                        ,2005-12-13,1991-01-31,,1343,,,34735108.0,,296326.0,0,21980.0,,,2024-01-02,2024-01-02,22.03.2024,4707.0,30.25
248,2/4-15 S,EXPLORATION,2/4-15,Saga Petroleum ASA,146 ,WILDCAT,SUSPENDED,DRY, NO,1989-01-31,1990-03-16,,,,602-L,,NO,158.0,,BB - 87 - 043    SP.  1987,29.3,26.0,4706.0,4962.0,68.0,,EARLY CRETACEOUS    ,MANDAL FM           ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1989,1990,,,1,,,,,                    ,                    ,410,NO,,,,ED50  ,56,40,27.25,N,3,8,38.79,E,56.674236,3.144108,6281273.69,508831.06,31,2,4,initial             , ,15,S,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1371,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1371,initial             ,                                        ,2005-12-13,1992-03-16,,1371,,,,,296326.0,0,21980.0,,,2024-01-02,2024-01-02,22.03.2024,4680.0,32.13
250,2/4-16,EXPLORATION,2/4-16,Saga Petroleum ASA,146 ,WILDCAT,SUSPENDED,SHOWS, NO,1991-05-07,1991-11-04,,,,680-L,,NO,172.0,,BB-87-043A- SP. 10870,3.1,26.0,4995.0,4996.0,67.5,,MIDDLE JURASSIC     ,BRYNE FM            ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1991,1991,,,12,,,,,                    ,                    ,182,NO,,,,ED50  ,56,40,39.41,N,3,9,2.9,E,56.677614,3.150806,6281650.56,509240.64,31,2,4,initial             , ,16,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1702,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1702,initial             ,                                        ,2007-01-18,1993-11-04,,1702,,,,,296326.0,0,21980.0,,,2024-01-02,2024-01-02,22.03.2024,4969.0,33.08
252,2/4-17,EXPLORATION,2/4-17,Phillips Petroleum Company Norway,018 ,WILDCAT,P&A,GAS/CONDENSATE, NO,1991-07-21,1992-02-29,,,,689-L,2/4-17 Tjalve,YES,182.0,,PC 88-0614- SP. 160,9.6,43.0,5255.0,5258.0,68.0,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1991,1992,,,17,ULA FM,LATE JURASSIC,,,                    ,                    ,224,NO,,,,ED50  ,56,41,2.6,N,3,13,45.2,E,56.684056,3.229222,6282380.93,514043.23,31,2,4,initial             , ,17,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1792,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1792,initial             ,                                        ,2006-02-15,1994-03-01,,1792,,,44066.0,,292114.0,0,20900.0,,,2024-01-02,2024-01-02,22.03.2024,5212.0,33.46
254,2/4-18 R,EXPLORATION,2/4-18,Saga Petroleum ASA,146 ,WILDCAT,P&A,SHOWS, NO,1994-02-19,1994-07-10,,,,762-L2,,NO,199.0,,SG-9111- INLINE 1002 &  CROSSLINE 1520,8.8,42.0,5305.0,5310.0,68.0,,LATE JURASSIC       ,FARSUND FM          ,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,,12,NO,WILDCAT,NOT APPLICABLE,1994,1994,,DRILLING,12,,,,,                    ,                    ,142,YES,,1994-07-10,,ED50  ,56,41,59.91,N,3,9,46.05,E,56.699975,3.162792,6284141.35,509969.18,31,2,4,re-entry            , ,18,R,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2253,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2253,re-entry            ,2/4-18                                  ,2007-01-18,1996-07-10,,2253,,,,,292114.0,0,21980.0,,,2024-01-02,2024-01-02,22.03.2024,5263.0,36.37
